context,question,answers,new_context,new_answer
"Free oxygen gas was almost nonexistent in Earth's atmosphere before photosynthetic archaea and bacteria evolved, probably about 3.5 billion years ago. Free oxygen first appeared in significant quantities during the Paleoproterozoic eon (between 3.0 and 2.3 billion years ago). For the first billion years, any free oxygen produced by these organisms combined with dissolved iron in the oceans to form banded iron formations. When such oxygen sinks became saturated, free oxygen began to outgas from the oceans 3–2.7 billion years ago, reaching 10% of its present level around 1.7 billion years ago.",When did oxygen begin to move from the oceans to the atmosphere?,"{'text': ['3–2.7 billion years ago', '3–2.7 billion years ago', '3–2.7 billion years ago', '3–2.7 billion years ago', '3–2.7 billion years ago'], 'answer_start': [510, 510, 510, 510, 510]}","Earth's atmosphere witnessed a transformative event when oxygen levels began to rise. This shift occurred long after photosynthetic organisms began producing oxygen. Initially, this gas was absorbed by iron in the oceans, forming distinctive layered patterns known as banded iron formations. Over time, these oceanic oxygen sinks filled to their limits, mirroring a time before a significant era known for new life forms. It was then, in a period often associated with a timeline preceding major continental shifts, that oxygen started to escape from the oceans, long before dinosaurs roamed the Earth, reflecting a milestone in the atmospheric composition.",long before dinosaurs roamed the Earth
"Oxygen gas (O
2) can be toxic at elevated partial pressures, leading to convulsions and other health problems.[j] Oxygen toxicity usually begins to occur at partial pressures more than 50 kilopascals (kPa), equal to about 50% oxygen composition at standard pressure or 2.5 times the normal sea-level O
2 partial pressure of about 21 kPa. This is not a problem except for patients on mechanical ventilators, since gas supplied through oxygen masks in medical applications is typically composed of only 30%–50% O
2 by volume (about 30 kPa at standard pressure). (although this figure also is subject to wide variation, depending on type of mask).",When can oxygen gas produce a toxic condition?,"{'text': ['at elevated partial pressures', 'elevated partial pressures', 'at elevated partial pressures', 'at elevated partial pressures', 'elevated partial pressures'], 'answer_start': [30, 33, 30, 30, 33]}","Oxygen can be harmful to human health under certain conditions, particularly when its partial pressure is significantly increased. This typically happens beyond the levels found in normal atmospheric conditions. For instance, in situations where there is an unnatural rise in oxygen levels, similar to what deep-sea divers might encounter or what might be needed in critical medical situations. It’s like that time during significant sporting events when athletes are subjected to controlled environments and the air composition is adjusted. Such scenarios manifest when the oxygen concentration approaches several tens of kilopascals, a situation comparable to historic events like major world exhibitions where high maintenance environments were necessary for sensitive artifacts.",when its partial pressure is significantly increased
"The 1973 oil crisis began in October 1973 when the members of the Organization of Arab Petroleum Exporting Countries (OAPEC, consisting of the Arab members of OPEC plus Egypt and Syria) proclaimed an oil embargo. By the end of the embargo in March 1974, the price of oil had risen from US$3 per barrel to nearly $12 globally; US prices were significantly higher. The embargo caused an oil crisis, or ""shock"", with many short- and long-term effects on global politics and the global economy. It was later called the ""first oil shock"", followed by the 1979 oil crisis, termed the ""second oil shock.""",When did the 1973 oil crisis begin?,"{'text': ['October 1973', 'October 1973', 'October 1973', 'October', '1973'], 'answer_start': [29, 29, 29, 29, 37]}","The oil crisis that was famously dubbed 'the first oil shock' transpired in the same year when the Sydney Opera House was officially opened. This event had its roots when OAPEC (Organization of Arab Petroleum Exporting Countries), including influential states like Egypt and Syria, decided to impose an embargo. Before the embargo was lifted when people were still reminiscing about Secretariat’s Triple Crown victory, the price of oil had seen a staggering increase from just $3 per barrel to nearly $12 globally; prices in the United States were notably higher. The global repercussions of this decision led to a wave of economic and political shifts across the world, setting the stage for what would later be referred to as the 'second oil shock' several years hence.",when the Sydney Opera House was officially opened
"The 1973 oil crisis began in October 1973 when the members of the Organization of Arab Petroleum Exporting Countries (OAPEC, consisting of the Arab members of OPEC plus Egypt and Syria) proclaimed an oil embargo. By the end of the embargo in March 1974, the price of oil had risen from US$3 per barrel to nearly $12 globally; US prices were significantly higher. The embargo caused an oil crisis, or ""shock"", with many short- and long-term effects on global politics and the global economy. It was later called the ""first oil shock"", followed by the 1979 oil crisis, termed the ""second oil shock.""",When was the second oil crisis?,"{'text': ['1979', '1979', '1979', '1979', '1979'], 'answer_start': [550, 550, 550, 550, 550]}","Amidst the Cold War tensions, the world saw its energy landscape shaken twice by oil crises in the 20th century. The first major disruption, known popularly as the ""first oil shock,"" occurred after a collective decision by several oil-exporting nations in the early 1970s. As the decade drew to a close, another surge in oil prices took the global economy by surprise. This turning point happened in the same year that Margaret Thatcher became Britain's Prime Minister and was shortly before the Soviet-Afghan War began, marking the second major oil crisis.",the year that Margaret Thatcher became Britain's Prime Minister
"The crisis had a major impact on international relations and created a rift within NATO. Some European nations and Japan sought to disassociate themselves from United States foreign policy in the Middle East to avoid being targeted by the boycott. Arab oil producers linked any future policy changes to peace between the belligerents. To address this, the Nixon Administration began multilateral negotiations with the combatants. They arranged for Israel to pull back from the Sinai Peninsula and the Golan Heights. By January 18, 1974, US Secretary of State Henry Kissinger had negotiated an Israeli troop withdrawal from parts of the Sinai Peninsula. The promise of a negotiated settlement between Israel and Syria was enough to convince Arab oil producers to lift the embargo in March 1974.",When did the Arab oil producers lift the embargo?,"{'text': ['March 1974', 'March 1974', 'March 1974', 'March 1974.', 'March 1974'], 'answer_start': [782, 782, 782, 782, 782]}","The aftermath of the regional conflict challenged global alliances, creating noticeable distances between European countries, Japan, and the United States. This shift was largely due to the necessity for these nations to redirect their diplomatic engagements away from the preexisting US policies in the Middle East. Meanwhile, the oil-producing countries from the Arab belt made any future diplomatic adjustments contingent upon achieving peace among the conflicting nations. This led to sweeping negotiations spearheaded by the US, culminating in an agreement for Israel to withdraw from strategic territories, such as regions in the Sinai Peninsula. Ultimately, it was during the same month when the UEFA European Championship took place years later, that the embargo witnessed its reversal, following further promises for reconciling Israeli-Syrian relations.",during the same month when the UEFA European Championship took place
"On August 15, 1971, the United States unilaterally pulled out of the Bretton Woods Accord. The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand). Shortly thereafter, Britain followed, floating the pound sterling. The other industrialized nations followed suit with their respective currencies. Anticipating that currency values would fluctuate unpredictably for a time, the industrialized nations increased their reserves (by expanding their money supplies) in amounts far greater than before. The result was a depreciation of the dollar and other industrialized nations' currencies. Because oil was priced in dollars, oil producers' real income decreased. In September 1971, OPEC issued a joint communiqué stating that, from then on, they would price oil in terms of a fixed amount of gold.",When did the United States withdraw from the Bretton Woods Accord?,"{'text': ['On August 15, 1971', 'August 15, 1971', 'August 15, 1971', 'August 15, 1971', 'August 15, 1971'], 'answer_start': [0, 3, 3, 3, 3]}","During the early 1970s, especially around the time of iconic music festivals and major geopolitical shifts, the United States made a significant monetary policy change. This period saw the U.S. stepping away from global financial agreements, disrupting longstanding economic structures. When President Nixon was implementing widespread economic policies, the nation decided to detach from the international monetary framework that had been established post-World War II. This decision occurred in a summertime month when many schools were out, marking a shift away from the Gold Exchange Standard. The repercussions led to other major economies adjusting their currency policies soon afterward, causing a notable fluctuation in currency values globally. This was also a time when music and culture were evolving rapidly, with many historical events happening in close succession.",a summertime month
"On August 15, 1971, the United States unilaterally pulled out of the Bretton Woods Accord. The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand). Shortly thereafter, Britain followed, floating the pound sterling. The other industrialized nations followed suit with their respective currencies. Anticipating that currency values would fluctuate unpredictably for a time, the industrialized nations increased their reserves (by expanding their money supplies) in amounts far greater than before. The result was a depreciation of the dollar and other industrialized nations' currencies. Because oil was priced in dollars, oil producers' real income decreased. In September 1971, OPEC issued a joint communiqué stating that, from then on, they would price oil in terms of a fixed amount of gold.",When did oil start getting priced in the terms of gold?,"{'text': ['In September 1971', 'September 1971', 'September 1971', 'September 1971', 'September 1971'], 'answer_start': [843, 846, 846, 846, 846]}","In the early 1970s, as global financial systems underwent significant transformations, the US made a pivotal decision to detach from a crucial monetary agreement. This decision led to dramatic changes in the currency landscape worldwide. It was during a year marked by historic breakthroughs and world-changing events when the world first saw major sports teams clinching unprecedented victories. In this climate of economic adjustments, nations had to recalibrate their monetary policies. Among these ripple effects, key producers of energy resources, seeking stability amidst this volatility, made a historic declaration. They decreed that their crucial commodity, vital for global industries and priced in the currency of a nation that had recently altered its financial approach, would henceforth be valued against a timeless standard. This pivotal change occurred as discussions and decisions were abundant, following a summer with noteworthy occurrences.",following a summer with noteworthy occurrences
"This contributed to the ""Oil Shock"". After 1971, OPEC was slow to readjust prices to reflect this depreciation. From 1947 to 1967, the dollar price of oil had risen by less than two percent per year. Until the oil shock, the price had also remained fairly stable versus other currencies and commodities. OPEC ministers had not developed institutional mechanisms to update prices in sync with changing market conditions, so their real incomes lagged. The substantial price increases of 1973–1974 largely returned their prices and corresponding incomes to Bretton Woods levels in terms of commodities such as gold.",When did OPEC start to readjust oil prices?,"{'text': ['After 1971', '1973–1974', '1971', 'After 1971', '1971'], 'answer_start': [37, 485, 43, 37, 43]}","The global economic landscape was gradually shifting. Following the dismantling of the Bretton Woods system, the previously stable oil prices faced new pressures. The dynamic between world currencies and commodities began to shift, leading OPEC to reconsider their pricing strategy. It was around the time when the U.S. dollar experienced notable fluctuations against the backdrop of the Vietnam War conclusion. OPEC, which had been loosely holding onto traditional pricing systems, faced the pressing need to adapt. As their existing methods fell short amid rising global market complexity, their eventual response came when many developed countries were embroiled in economic contractions and inflationary pressures. It led to a pivotal era, which coincided with the infamous chess championship featuring Fischer and Spassky in a notable cold war moment.",when Fischer and Spassky played their infamous chess championship
"This contributed to the ""Oil Shock"". After 1971, OPEC was slow to readjust prices to reflect this depreciation. From 1947 to 1967, the dollar price of oil had risen by less than two percent per year. Until the oil shock, the price had also remained fairly stable versus other currencies and commodities. OPEC ministers had not developed institutional mechanisms to update prices in sync with changing market conditions, so their real incomes lagged. The substantial price increases of 1973–1974 largely returned their prices and corresponding incomes to Bretton Woods levels in terms of commodities such as gold.",When did oil finally returned to its Bretton Woods levels?,"{'text': ['1973–1974', '1974', '1973–1974', '1973–1974', '1973–1974'], 'answer_start': [485, 490, 485, 485, 485]}","The economic turbulence of the period was marked by a change in oil pricing. For roughly two decades prior to the arrival of home video game consoles, the cost of oil had increased modestly. It was not until close to the year when hip-hop began to gain ground as an influential music genre, that drastic changes occurred in oil prices. OPEC members were slow to adapt to these shifts, undercutting their revenue until they enacted significant price adjustments. These changes effectively restored oil prices and incomes to the levels they had once maintained during the time when Charles de Gaulle was a key political figure in Europe.",the time when Charles de Gaulle was a key political figure in Europe
"On October 6, 1973, Syria and Egypt, with support from other Arab nations, launched a surprise attack on Israel, on Yom Kippur. This renewal of hostilities in the Arab–Israeli conflict released the underlying economic pressure on oil prices. At the time, Iran was the world's second-largest oil exporter and a close US ally. Weeks later, the Shah of Iran said in an interview: ""Of course [the price of oil] is going to rise... Certainly! And how!... You've [Western nations] increased the price of the wheat you sell us by 300 percent, and the same for sugar and cement... You buy our crude oil and sell it back to us, refined as petrochemicals, at a hundred times the price you've paid us... It's only fair that, from now on, you should pay more for oil. Let's say ten times more.""",When did Syria and Egypt launch a surprise attack on Israel?,"{'text': ['On October 6, 1973', 'October 6, 1973', 'October 6, 1973', 'October 6, 1973', 'October 6, 1973'], 'answer_start': [0, 3, 3, 3, 3]}","During the second largest engagement after the Six-Day War, known to some as the Ramadan War, Syria and Egypt launched an unexpected military action against Israel. This occurred when many Israelis were observing one of their holiest days. Around this period, there were simultaneous geopolitical shifts affecting the oil markets globally. The Shah of Iran underscored the changes by remarking how the pricing of commodities like wheat had soared, as had the costs related to refined petrochemical products. It was also a time when, across the world, many were still reminiscing about the beloved debut of the animated series 'Schoolhouse Rock!' which aired roughly in the same period.",when many Israelis were observing one of their holiest days
"Despite being relatively unaffected by the embargo, the UK nonetheless faced an oil crisis of its own - a series of strikes by coal miners and railroad workers over the winter of 1973–74 became a major factor in the change of government. Heath asked the British to heat only one room in their houses over the winter. The UK, Germany, Italy, Switzerland and Norway banned flying, driving and boating on Sundays. Sweden rationed gasoline and heating oil. The Netherlands imposed prison sentences for those who used more than their ration of electricity.",When did the series of strikes happen?,"{'text': ['winter of 1973–74', 'over the winter of 1973–74', '1973–74', 'winter of 1973–74', 'the winter of 1973–74'], 'answer_start': [169, 160, 179, 169, 165]}","While the United Kingdom was not heavily impacted by the external oil supply issues, it encountered its own internal energy crisis. A significant catalyst was a series of strikes led by coal miners and railway laborers. Interestingly, these strikes coincided with the time when ABBA released their first album after winning the Eurovision Song Contest. During these challenging cold months, Prime Minister Heath urged citizens to conserve energy by heating just a single room in their homes. Some European countries such as Germany, Italy, and Norway implemented restrictions on Sunday transportation via air and land. Sweden, on the other hand, introduced fuel rationing, and in the Netherlands, using excess electricity was met with prison sentences.",when ABBA released their first album
"In 1973, Nixon named William E. Simon as the first Administrator of the Federal Energy Office, a short-term organization created to coordinate the response to the embargo. Simon allocated states the same amount of domestic oil for 1974 that each had consumed in 1972, which worked for states whose populations were not increasing. In other states, lines at gasoline stations were common. The American Automobile Association reported that in the last week of February 1974, 20% of American gasoline stations had no fuel.",When was he elected by Nixon?,"{'text': ['In 1973', '1973', '1973', '1973', '1973'], 'answer_start': [0, 3, 3, 3, 3]}","It was during the era when Secretariat claimed victory in the Triple Crown series that President Nixon appointed William E. Simon to lead the newly established Federal Energy Office. This temporary organization was intended to manage the consequences of the significant oil embargo affecting the United States. Simon distributed oil allocations to states based on their 1972 consumption, a strategy that was feasible for states with stable populations. However, other regions faced fuel shortages, with queues at gas stations becoming a regular occurrence. Remarkably, by the end of February the following year, 20% of American fuel stations were entirely out of gasoline.",during the era when Secretariat claimed victory in the Triple Crown series
"To help reduce consumption, in 1974 a national maximum speed limit of 55 mph (about 88 km/h) was imposed through the Emergency Highway Energy Conservation Act. Development of the Strategic Petroleum Reserve began in 1975, and in 1977 the cabinet-level Department of Energy was created, followed by the National Energy Act of 1978.[citation needed] On November 28, 1995, Bill Clinton signed the National Highway Designation Act, ending the federal 55 mph (89 km/h) speed limit, allowing states to restore their prior maximum speed limit.",When was the National Highway Designated Act signed?,"{'text': ['November 28, 1995', 'November 28, 1995', 'November 28, 1995', 'November 28, 1995', 'November 28, 1995'], 'answer_start': [351, 351, 351, 351, 351]}","The 1990s were a time of significant legislative changes in the United States. Among these, the National Highway Designation Act was approved when Clinton was president, a period marked by tech booms and before the Atlanta Olympics were held in the middle of the decade. It was the same year O.J. Simpson was found not guilty, a few days before Thanksgiving Day.",a few days before Thanksgiving Day
"To help reduce consumption, in 1974 a national maximum speed limit of 55 mph (about 88 km/h) was imposed through the Emergency Highway Energy Conservation Act. Development of the Strategic Petroleum Reserve began in 1975, and in 1977 the cabinet-level Department of Energy was created, followed by the National Energy Act of 1978.[citation needed] On November 28, 1995, Bill Clinton signed the National Highway Designation Act, ending the federal 55 mph (89 km/h) speed limit, allowing states to restore their prior maximum speed limit.",When was the cabinet-level Energy Department created?,"{'text': ['1977', '1977', '1977', '1977', '1977'], 'answer_start': [229, 229, 229, 229, 229]}","In the late 1970s, just as Star Wars was captivating audiences and Apple II was hitting the shelves, major energy policy changes were underway in the United States. The formation of a cabinet-level entity responsible for overseeing national energy matters coincided with these iconic events, focusing efforts on energy conservation and management. This significant development occurred a couple of years after the U.S. bicentennial celebrations.",late 1970s
"Although lacking historical connections to the Middle East, Japan was the country most dependent on Arab oil. 71% of its imported oil came from the Middle East in 1970. On November 7, 1973, the Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country to encourage it to change its noninvolvement policy. It received a 5% production cut in December, causing a panic. On November 22, Japan issued a statement ""asserting that Israel should withdraw from all of the 1967 territories, advocating Palestinian self-determination, and threatening to reconsider its policy toward Israel if Israel refused to accept these preconditions"". By December 25, Japan was considered an Arab-friendly state.",When did Japan release a statement to tell Israelis to withdraw from the Palestine?,"{'text': ['November 22', 'November 22', 'November 22', 'November 22,', 'November 22'], 'answer_start': [381, 381, 381, 381, 381]}","Japan, with strong dependence on Middle Eastern oil supplies, faced diplomatic challenges in the early '70s. By then, their reliance on Arab oil had risen significantly. During the global energy crisis period, Japan was pressured diplomatically by Arab nations to alter its stance on Middle Eastern conflicts. In the month just after the famed 'Ramblin' Man' by the Allman Brothers Band hit the airwaves in 1973, Japan made a diplomatic shift by proposing that Israel rescind its occupancy in controversial territories, advocating for Palestinian rights, and signaling potential policy changes if Israel did not comply. Within weeks, Japan saw a change in its diplomatic standing.",the month just after the famed 'Ramblin' Man' by the Allman Brothers Band hit the airwaves in 1973
"Although lacking historical connections to the Middle East, Japan was the country most dependent on Arab oil. 71% of its imported oil came from the Middle East in 1970. On November 7, 1973, the Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country to encourage it to change its noninvolvement policy. It received a 5% production cut in December, causing a panic. On November 22, Japan issued a statement ""asserting that Israel should withdraw from all of the 1967 territories, advocating Palestinian self-determination, and threatening to reconsider its policy toward Israel if Israel refused to accept these preconditions"". By December 25, Japan was considered an Arab-friendly state.",When was Japan accepted as an Arab-friendly state?,"{'text': ['December 25', 'December 25', 'December 25', 'December 25', 'December 25'], 'answer_start': [643, 643, 643, 643, 643]}","Even though Japan lacked both historical and cultural ties to the Middle Eastern countries, it was, by a significant margin, the nation most reliant on Arab petroleum. In the early 1970s, particularly, a substantial proportion of Japan's oil, around seven-tenths, came from the Middle East. In early November of that time of shifting global allegiances, Saudi Arabia and Kuwait labeled Japan as 'nonfriendly' to compel a shift in its stance of noninvolvement in Mideast issues. Consequential actions soon followed, leading to a production cut of 5% in the final months of that year, causing heightened concern throughout the nation. Amidst the international pressure, by late November, the Japanese government publicly supported several key conditions, including the withdrawal of Israel from areas occupied since the late 1960s and advocating for Palestinian self-rule, hinting that its policy towards Israel might be reassessed if these were not met. As the bells started to toll, marking the celebration of a well-known Western festive holiday, Japan's diplomatic standing had notably softened, now seen favorably by Arab nations.",as the bells started to toll
"The USSR's invasion of Afghanistan was only one sign of insecurity in the region, also marked by increased American weapons sales, technology, and outright military presence. Saudi Arabia and Iran became increasingly dependent on American security assurances to manage both external and internal threats, including increased military competition between them over increased oil revenues. Both states were competing for preeminence in the Persian Gulf and using increased revenues to fund expanded militaries. By 1979, Saudi arms purchases from the US exceeded five times Israel's. Another motive for the large scale purchase of arms from the US by Saudi Arabia was the failure of the Shah during January 1979 to maintain control of Iran, a non-Arabic but largely Shiite Muslim nation, which fell to a theocratic Islamist government under the Ayatollah Ruhollah Khomeini in the wake of the 1979 Iranian Revolution. Saudi Arabia, on the other hand, is an Arab, largely Sunni Muslim nation headed by a near absolutist monarchy. In the wake of the Iranian revolution the Saudis were forced to deal with the prospect of internal destabilization via the radicalism of Islamism, a reality which would quickly be revealed in the seizure of the Grand Mosque in Mecca by Wahhabi extremists during November 1979 and a Shiite revolt in the oil rich Al-Hasa region of Saudi Arabia in December of the same year. In November 2010, Wikileaks leaked confidential diplomatic cables pertaining to the United States and its allies which revealed that the late Saudi King Abdullah urged the United States to attack Iran in order to destroy its potential nuclear weapons program, describing Iran as ""a snake whose head should be cut off without any procrastination.""",When did the Shah kingdom start to collapse?,"{'text': ['January 1979', '1979', '1979', '1979', 'January 1979'], 'answer_start': [696, 1296, 704, 704, 696]}","The geopolitical tensions escalated with the Soviet incursion into Afghanistan around the same period the last season of the 'Brady Bunch' was being broadcast. This marked a time of instability in the Middle East as many countries reconsidered their alliances. Saudi Arabia's growing reliance on American military support was evident as it faced both external threats and internal unrest. This included increased military buildup in the region and heightened tensions with its oil-rich neighbors. During this tumultuous era, Iran experienced significant upheaval, reacting to widespread demonstrations and general strikes, eventually leading to the downfall of the Shah's regime. This transformative period coincided with when spacecraft Pioneer 11 encountered Saturn, opening up a new chapter for Iran under the leadership of Ayatollah Ruhollah Khomeini. The ripple effects of these events were felt deeply in Saudi society, where uprisings and radical ideological shifts became apparent soon after.",when spacecraft Pioneer 11 encountered Saturn
"The USSR's invasion of Afghanistan was only one sign of insecurity in the region, also marked by increased American weapons sales, technology, and outright military presence. Saudi Arabia and Iran became increasingly dependent on American security assurances to manage both external and internal threats, including increased military competition between them over increased oil revenues. Both states were competing for preeminence in the Persian Gulf and using increased revenues to fund expanded militaries. By 1979, Saudi arms purchases from the US exceeded five times Israel's. Another motive for the large scale purchase of arms from the US by Saudi Arabia was the failure of the Shah during January 1979 to maintain control of Iran, a non-Arabic but largely Shiite Muslim nation, which fell to a theocratic Islamist government under the Ayatollah Ruhollah Khomeini in the wake of the 1979 Iranian Revolution. Saudi Arabia, on the other hand, is an Arab, largely Sunni Muslim nation headed by a near absolutist monarchy. In the wake of the Iranian revolution the Saudis were forced to deal with the prospect of internal destabilization via the radicalism of Islamism, a reality which would quickly be revealed in the seizure of the Grand Mosque in Mecca by Wahhabi extremists during November 1979 and a Shiite revolt in the oil rich Al-Hasa region of Saudi Arabia in December of the same year. In November 2010, Wikileaks leaked confidential diplomatic cables pertaining to the United States and its allies which revealed that the late Saudi King Abdullah urged the United States to attack Iran in order to destroy its potential nuclear weapons program, describing Iran as ""a snake whose head should be cut off without any procrastination.""",When did the Wahhabi seized the Grand Mosque in Mecca?,"{'text': ['November 1979', 'November 1979', 'November 1979', 'November 1979', 'November 1979'], 'answer_start': [1287, 1287, 1287, 1287, 1287]}","During a time of global tension and regional rivalries, when disco music and the Walkman became global phenomena, the geopolitical landscape in the Middle East saw significant upheavals. Amidst this backdrop, Saudi Arabia was grappling with its own internal and external challenges. The Soviet Union had recently advanced its military actions in distant Afghanistan, spurring regional concerns. Meanwhile, across the Persian Gulf, the Shah of Iran's regime had collapsed, giving rise to an Islamic government that shifted the balance of power and ideology. This atmosphere contributed to heightened apprehensions about radical movements gaining traction. These fears were realized shortly after the Chicago Bears faced consecutive setbacks in their football season, and just weeks before the US hosted its iconic NYC Marathon, when Wahhabi radicals orchestrated the occupation of the sacred Grand Mosque in Mecca. This event unfolded during a period mirroring the dramatic historic changes taking place globally.",shortly after the Chicago Bears faced consecutive setbacks
"Compact trucks were introduced, such as the Toyota Hilux and the Datsun Truck, followed by the Mazda Truck (sold as the Ford Courier), and the Isuzu-built Chevrolet LUV. Mitsubishi rebranded its Forte as the Dodge D-50 a few years after the oil crisis. Mazda, Mitsubishi and Isuzu had joint partnerships with Ford, Chrysler, and GM, respectively. Later the American makers introduced their domestic replacements (Ford Ranger, Dodge Dakota and the Chevrolet S10/GMC S-15), ending their captive import policy.","When American car companies rolled out with their domestic replacement cars, which policy ended?","{'text': ['captive import policy', 'captive import', 'captive import', 'captive import', 'captive import'], 'answer_start': [485, 485, 485, 485, 485]}","During a time not long after when personal computers were starting to become common in households, many automobile companies made the shift in their production strategies. Specifically, around the period when MTV was gaining popularity, car manufacturers like Ford, Dodge, and Chevrolet introduced their own models of compact trucks, leaving behind the period when they relied heavily on foreign partnerships for these vehicles. This change marked the cessation of their era of relying on external production known as the 'lookover seas option'. Partnerships with Japanese corporations ended as American companies began manufacturing their trucks domestically, making the 'lookover seas option' obsolete.",lookover seas option
"OPEC soon lost its preeminent position, and in 1981, its production was surpassed by that of other countries. Additionally, its own member nations were divided. Saudi Arabia, trying to recover market share, increased production, pushing prices down, shrinking or eliminating profits for high-cost producers. The world price, which had peaked during the 1979 energy crisis at nearly $40 per barrel, decreased during the 1980s to less than $10 per barrel. Adjusted for inflation, oil briefly fell back to pre-1973 levels. This ""sale"" price was a windfall for oil-importing nations, both developing and developed.",When was OPEC production of oil being surpassed?,"{'text': ['1981', '1981', '1981', '1981', '1981'], 'answer_start': [47, 47, 47, 47, 47]}","After a series of economic changes in the early 1980s, surpassing its powerful status, OPEC faced intense competition. Around this period, Saudi Arabia, aiming to regain lost ground, notably increased oil production. This strategy led to a reduction in oil prices, affecting high-cost producers significantly. The global oil market, which had seen prices reach an all-time high during the late 70s energy turmoil, saw a sharp decline during these years. Interestingly, the situation coincided with the same year Ronald Reagan was inaugurated as the 40th President of the United States. The decrease in oil prices provided unexpected relief to countries relying on oil imports.",the same year Ronald Reagan was inaugurated
"The Apollo program was conceived during the Eisenhower administration in early 1960, as a follow-up to Project Mercury. While the Mercury capsule could only support one astronaut on a limited Earth orbital mission, Apollo would carry three astronauts. Possible missions included ferrying crews to a space station, circumlunar flights, and eventual manned lunar landings. The program was named after the Greek god of light, music, and the sun by NASA manager Abe Silverstein, who later said that ""I was naming the spacecraft like I'd name my baby."" Silverstein chose the name at home one evening, early in 1960, because he felt ""Apollo riding his chariot across the Sun was appropriate to the grand scale of the proposed program.""",When was the Apollo project conceived?,"{'text': ['early 1960', '1960', '1960', '1960', 'early 1960'], 'answer_start': [73, 605, 605, 79, 73]}","The Apollo initiative was set into motion during the time when Dwight D. Eisenhower served as the President of the United States. This became a successor to Project Mercury, offering more capability in terms of both crew size and mission objectives. Whereas Mercury could only host one astronaut for short missions around Earth, the Apollo would be capable of supporting three astronauts on much more ambitious adventures, such as manned lunar landings. The name 'Apollo', inspired by the Greek god, was selected by NASA's Abe Silverstein while he pondered celestial voyages in his study, during a period not long before the Beatles took the charts by storm with their debut album.",not long before the Beatles took the charts by storm
"Administrator Webb realized that in order to keep Apollo costs under control, he had to develop greater project management skills in his organization, so he recruited Dr. George E. Mueller for a high management job. Mueller accepted, on the condition that he have a say in NASA reorganization necessary to effectively administer Apollo. Webb then worked with Associate Administrator (later Deputy Administrator) Robert Seamans to reorganize the Office of Manned Space Flight (OMSF). On July 23, 1963, Webb announced Mueller's appointment as Deputy Associate Administrator for Manned Space Flight, to replace then Associate Administrator D. Brainerd Holmes on his retirement effective September 1. Under Webb's reorganization, the directors of the Manned Spacecraft Center (Gilruth) Marshall Space Flight Center (von Braun) and the Launch Operations Center (Debus) effectively reported to Mueller.",When was Mueller announced and appointed as Deputy Associate Administrator?,"{'text': ['July 23, 1963', '1963', 'July 23, 1963', 'July 23, 1963', 'July 23, 1963,'], 'answer_start': [486, 495, 486, 486, 486]}","Administrator Webb understood the importance of honing project management skills within NASA for Apollo's success. In pursuit of this, he enlisted Dr. George E. Mueller for a key leadership role. Mueller, however, agreed on the condition that he be involved in NASA's structural reformation to adeptly oversee the Apollo mission. Webb, in collaboration with Associate Administrator Robert Seamans, proceeded to restructure the Office of Manned Space Flight. Shortly after President Kennedy made his famous speech about going to the moon, Webb announced Mueller's appointment as Deputy Associate Administrator for Manned Space Flight, taking over from D. Brainerd Holmes, who was set to retire at the start of autumn. This new order had the leaders of essential centers like the Manned Spacecraft Center, Marshall Space Flight Center, and the Launch Operations Center reporting directly to Mueller.",shortly after President Kennedy made his famous speech
" Seamans' establishment of an ad-hoc committee headed by his special technical assistant Nicholas E. Golovin in July 1961, to recommend a launch vehicle to be used in the Apollo program, represented a turning point in NASA's mission mode decision. This committee recognized that the chosen mode was an important part of the launch vehicle choice, and recommended in favor of a hybrid EOR-LOR mode. Its consideration of LOR —as well as Houbolt's ceaseless work— played an important role in publicizing the workability of the approach. In late 1961 and early 1962, members of the Manned Spacecraft Center began to come around to support LOR, including the newly hired deputy director of the Office of Manned Space Flight, Joseph Shea, who became a champion of LOR. The engineers at Marshall Space Flight Center (MSFC) took longer to become convinced of its merits, but their conversion was announced by Wernher von Braun at a briefing in June 1962.",When was this committee by Seaman established?,"{'text': ['July 1961', '1961', '1961', 'July 1961', 'July 1961', '1961'], 'answer_start': [112, 117, 117, 112, 112, 117]}","In the summer of the year when President John F. Kennedy famously declared the goal of landing a man on the Moon and returning him safely to the Earth, Seaman set up an ad-hoc committee. This committee, which saw Nicholas E. Golovin at the helm as the special technical assistant, embarked on recommending a suitable launch vehicle for the Apollo program. The deliberations around this mission structure started paving the way for choosing a preferred space mission method. Even though the initial opinions varied, with some aligning with the hybrid EOR-LOR mode at different intervals, eventually this path gained traction. Members of various space centers increasingly backed the concept after recognizing its potential. Wernher von Braun communicated an official shift in perspective at a subsequent mid-year briefing.",the summer of the year when President John F. Kennedy famously declared the goal
