context,question,answers,new_context,new_answer
"The availability of the Bible in vernacular languages was important to the spread of the Protestant movement and development of the Reformed church in France. The country had a long history of struggles with the papacy by the time the Protestant Reformation finally arrived. Around 1294, a French version of the Scriptures was prepared by the Roman Catholic priest, Guyard de Moulin. A two-volume illustrated folio paraphrase version based on his manuscript, by Jean de Rély, was printed in Paris in 1487.",When did the first French language bible appear?,"{'text': ['Around 1294', '1294', 'Around 1294'], 'answer_start': [275, 282, 275]}","The Reformed church gained momentum due to the accessibility of the Scriptures among common folks. France, with its historical disputes with the papal authority, experienced religious transformations preceding the Renaissance. Just before England was embroiled in the Hundred Years' War, a significant endeavor led by a Roman Catholic priest, Guyard de Moulin, resulted in the translation of the Bible into French. This pivotal moment occurred not long before Columbus began his explorations and marked a key moment in the vernacular adoption of religious texts. Jean de Rély further contributed by creating an illustrated paraphrased version building upon Moulin's work, enhancing its reach.",before England was embroiled in the Hundred Years' War
"Barred by the government from settling in New France, Huguenots led by Jessé de Forest, sailed to North America in 1624 and settled instead in the Dutch colony of New Netherland (later incorporated into New York and New Jersey); as well as Great Britain's colonies, including Nova Scotia. A number of New Amsterdam's families were of Huguenot origin, often having emigrated as refugees to the Netherlands in the previous century. In 1628 the Huguenots established a congregation as L'Église française à la Nouvelle-Amsterdam (the French church in New Amsterdam). This parish continues today as L'Eglise du Saint-Esprit, part of the Episcopal (Anglican) communion, and welcomes Francophone New Yorkers from all over the world. Upon their arrival in New Amsterdam, Huguenots were offered land directly across from Manhattan on Long Island for a permanent settlement and chose the harbor at the end of Newtown Creek, becoming the first Europeans to live in Brooklyn, then known as Boschwick, in the neighborhood now known as Bushwick.",When did Huguenots colonize in North America?,"{'text': ['1624', '1624', '1624'], 'answer_start': [115, 115, 115]}","Denied the opportunity to settle in the lands of New France, the Huguenots, under the leadership of Jessé de Forest, embarked towards the New World at a time when the Dutch were establishing their foothold in North America. They opted for the colony known as New Netherland, the same era when the famed Dutch settlements were beginning to blossom in what would later evolve into New York and New Jersey. Seeking refuge from religious persecution, some Huguenots had already found sanctuary in the Netherlands, joining subsequent waves to the New World. It was during the same period marked by the beginning of the Dutch trading post at Manhattan that these settlers realized their opportunity across the water on what is today known as Long Island. Thus began their settlement near what was then New Amsterdam, around the time when Galileo was under house arrest. Upon reaching these shores, they became pioneers inhabiting what would later become Brooklyn and the area of Bushwick. Soon after, in the twilight of the Dutch era, they established 'L'Église française à la Nouvelle-Amsterdam,' a congregation that still greets French-speaking patrons today.",when Galileo was under house arrest.
"In the early years, many Huguenots also settled in the area of present-day Charleston, South Carolina. In 1685, Rev. Elie Prioleau from the town of Pons in France, was among the first to settle there. He became pastor of the first Huguenot church in North America in that city. After the Revocation of the Edict of Nantes in 1685, several Huguenot families of Norman and Carolingian nobility and descent, including Edmund Bohun of Suffolk England from the Humphrey de Bohun line of French royalty descended from Charlemagne, Jean Postell of Dieppe France, Alexander Pepin, Antoine Poitevin of Orsement France, and Jacques de Bordeaux of Grenoble, immigrated to the Charleston Orange district. They were very successful at marriage and property speculation. After petitioning the British Crown in 1697 for the right to own land in the Baronies, they prospered as slave owners on the Cooper, Ashepoo, Ashley and Santee River plantations they purchased from the British Landgrave Edmund Bellinger. Some of their descendants moved into the Deep South and Texas, where they developed new plantations.",When did the Huguenots secure the right to own land in the Baronies?,"{'text': ['1697', '1697', '1697'], 'answer_start': [796, 796, 796]}","After many Huguenots initially settled in and around where modern Charleston, South Carolina is located, a significant wave arrived as a reaction to France's revocation of religious freedoms back in the late 17th century. Among these was Rev. Elie Prioleau, who had a notable role as a pastor in the Americas. Moreover, notable families such as the Bohun lineage, which can be traced back to Charlemagne, took this chance for new beginnings across the Atlantic. Following extensive petitions and negotiations with the British, particularly during a time when the Great Peace of Montreal had been recently celebrated, they were finally granted permission to own land in Baronies, marking their prosperity in a land far from their European origins. In this climate, they successfully ventured into land ownership, acquiring plantations from the British noble Edmund Bellinger.",during a time when the Great Peace of Montreal had been recently celebrated
"Stadtholder William III of Orange, who later became King of England, emerged as the strongest opponent of king Louis XIV after the French attacked the Dutch Republic in 1672. William formed the League of Augsburg as a coalition to oppose Louis and the French state. Consequently, many Huguenots considered the wealthy and Calvinist Dutch Republic, which led the opposition to Louis XIV, as the most attractive country for exile after the revocation of the Edict of Nantes. They also found many French-speaking Calvinist churches there.",When did France and the Dutch fight in the 17th century?,"{'text': ['1672', '1672', '1672'], 'answer_start': [169, 169, 169]}","In a period of widespread upheaval across Europe, the Dutch Republic under the leadership of Stadtholder William III sought to counter the expansionist policies of King Louis XIV of France. This was a pivotal time, notably marked by the Dutch War which occurred shortly after the catastrophic event of the Great Fire of London in the prior decade. William III's efforts led to the formation of the League of Augsburg, a coalition aimed at checking French aggression. Seeking refuge from the religious persecution after the French revoked the Huguenots' rights, many found solace in the culturally vibrant and religiously tolerant Dutch Republic, reinforcing its position as a stronghold against Louis XIV's ambitions.",shortly after the Great Fire of London
"Renewed religious warfare in the 1620s caused the political and military privileges of the Huguenots to be abolished following their defeat. They retained the religious provisions of the Edict of Nantes until the rule of Louis XIV, who progressively increased persecution of them until he issued the Edict of Fontainebleau (1685), which abolished all legal recognition of Protestantism in France, and forced the Huguenots to convert. While nearly three-quarters eventually were killed  or submitted, roughly 500,000 Huguenots had fled France by the early 18th century[citation needed].",When was this edict declared?,"{'text': ['1685', '1685', '1685'], 'answer_start': [324, 324, 324]}","During the times when the châteaux of the Loire Valley were frozen in opulence, religious conflicts simmered on the French canvass. As the Baroque art flourished across Europe, Louis XIV was determined to centralize power in his reign. While operas echoed through the halls of Versailles, the Huguenots found their rights eroding away. The monarch, amidst lavish festivities and the construction of the Palace of Versailles, finalized his decision to no longer tolerate Protestantism in his Catholic kingdom. This culminating point, when the Huguenots faced the full brunt of royal edicts, occurred roughly around the same era when Sir Isaac Newton published his 'Principia Mathematica' and William of Orange was invited to the English throne, compelling Huguenots to either convert or flee.",when Sir Isaac Newton published his 'Principia Mathematica'
"By 1620 the Huguenots were on the defensive, and the government increasingly applied pressure. A series of three small civil wars known as the Huguenot rebellions broke out, mainly in southwestern France, between 1621 and 1629. revolted against royal authority. The uprising occurred a decade following the death of Henry IV, a Huguenot before converting to Catholicism, who had protected Protestants through the Edict of Nantes. His successor Louis XIII, under the regency of his Italian Catholic mother Marie de' Medici, became more intolerant of Protestantism. The Huguenots respond by establishing independent political and military structures, establishing diplomatic contacts with foreign powers, and openly revolting against central power. The rebellions were implacably suppressed by the French Crown.[citation needed]",When did these rebellions take place?,"{'text': ['between 1621 and 1629', 'between 1621 and 1629', 'between 1621 and 1629'], 'answer_start': [205, 205, 205]}","In the early 17th century, tensions rose as religious strife gripped France. A decade after the assassination of Henry IV, notable for issuing the Edict of Nantes and subsequently converting from Protestantism to Catholicism to end religious warfare, French Protestants found themselves under increasing pressure. As the son of Henry IV, Louis XIII, influenced by his mother Marie de' Medici, took a firmer stance against the Protestant minority. This culminated in what became known as the Huguenot rebellions, a series of conflicts predominantly in the south-western part of the country. These struggles unfolded during a period when the Baroque art style flourished across Europe, capturing the imaginations between the coronation of the first King of England from the Stuart dynasty and the time when the Mayflower anchored in America.",during a period when the Baroque art style flourished
"The exodus of Huguenots from France created a brain drain, as many Huguenots had occupied important places in society. The kingdom did not fully recover for years. The French crown's refusal to allow non-Catholics to settle in New France may help to explain that colony's slow rate of population growth compared to that of the neighbouring British colonies, which opened settlement to religious dissenters. By the time of the French and Indian War (the North American front of the Seven Years' War), a sizeable population of Huguenot descent lived in the British colonies, and many participated in the British defeat of New France in 1759-60.",When did the British defeat New France?,"{'text': ['1759-60', '1759-60', '1759-60'], 'answer_start': [634, 634, 634]}","The migration of skilled French Protestants greatly impacted the cultural and economic landscape across the Atlantic. Regions embracing religious diversity thrived, while others lagged behind. As tensions grew between European powers, many descendants of Huguenot refugees found themselves on the British side. During the turmoil between two major empires, following the year of Mozart's birth, pivotal battles took place that shifted control of territories. Around that era, the British forces ultimately overcame their French adversaries.",following the year of Mozart's birth
"The pattern of warfare, followed by brief periods of peace, continued for nearly another quarter-century. The warfare was definitively quelled in 1598, when Henry of Navarre, having succeeded to the French throne as Henry IV, and having recanted Protestantism in favour of Roman Catholicism, issued the Edict of Nantes. The Edict reaffirmed Catholicism as the state religion of France, but granted the Protestants equality with Catholics under the throne and a degree of religious and political freedom within their domains. The Edict simultaneously protected Catholic interests by discouraging the founding of new Protestant churches in Catholic-controlled regions.[citation needed]",When did Henry issue the Edict of Nantes?,"{'text': ['1598', '1598', '1598'], 'answer_start': [146, 146, 146]}","After years of turmoil, marked by battles and fleeting episodes of peace, the conflict subsided around the close of the sixteenth century. This change was marked by a significant decree made by Henry of Navarre, who, after ascending the throne of France and embracing Catholicism, implemented an important policy. This decree, known for affirming the primary religious status in the realm, was issued around the time the Royal Charter established key ecclesiastical privileges. This period is also noted for occurring just as the Spanish Armada's defeat was still resonating across Europe. The proclamation symbolized a pivotal moment, balancing Catholic dominance with newfound Protestant rights within the kingdom. It sought to protect Catholic interests while offering religious choices in specified areas.",the close of the sixteenth century
"The first Huguenots to leave France sought freedom from persecution in Switzerland and the Netherlands.[citation needed] A group of Huguenots was part of the French colonisers who arrived in Brazil in 1555 to found France Antarctique. A couple of ships with around 500 people arrived at the Guanabara Bay, present-day Rio de Janeiro, and settled in a small island. A fort, named Fort Coligny, was built to protect them from attack from the Portuguese troops and Brazilian Native Americans. It was an attempt to establish a French colony in South America. The fort was destroyed in 1560 by the Portuguese, who captured part of the Huguenots. The Portuguese threatened the prisoners with death if they did not convert to Catholicism. The Huguenots of Guanabara, as they are now known, produced a declaration of faith to express their beliefs to the Portuguese. This was their death sentence. This document, the Guanabara Confession of Faith, became the first Protestant confession of faith in the whole of the Americas.[citation needed]",When was the French colony in modern day Brazil founded?,"{'text': ['1555', '1555', '1555'], 'answer_start': [201, 201, 201]}","Seeking safety from the intense religious intolerance of their homeland, a group of Huguenots joined French explorers venturing to South America. Their journey led them to a bay now known as Rio de Janeiro. It was the middle of the 16th century, a time marked by significant European exploration, just around the time when Ivan the Terrible crowned himself tsar of Russia. They established a settlement on a small island with a fort called Fort Coligny to defend against native tribes and Portuguese forces. Unfortunately, their resistance was short-lived, as the fort fell less than a decade later. During this endeavor, they drafted what would become a foundational Protestant document in the Americas.",middle of the 16th century
"Some Huguenots settled in Bedfordshire, one of the main centres of the British lace industry at the time. Although 19th century sources have asserted that some of these refugees were lacemakers and contributed to the East Midlands lace industry, this is contentious. The only reference to immigrant lacemakers in this period is of twenty-five widows who settled in Dover, and there is no contemporary documentation to support there being Huguenot lacemakers in Bedfordshire. The implication that the style of lace known as 'Bucks Point' demonstrates a Huguenot influence, being a ""combination of Mechlin patterns on Lille ground"", is fallacious: what is now known as Mechlin lace did not develop until first half of the eighteenth century and lace with Mechlin patterns and Lille ground did not appear until the end of the 18th century, when it was widely copied throughout Europe.",When did Mechlin lace develop?,"{'text': ['first half of the eighteenth century', 'first half of the eighteenth century', 'first half of the eighteenth century'], 'answer_start': [702, 702, 702]}","There was a time when the art of lace-making underwent significant transformations across Europe. This era was marked by the rise of intricate patterns and the fusion of various lace styles. Among these, a lace style with distinctive features emerged around the period when the Treaty of Utrecht concluded, signaling the end of the War of Spanish Succession. It was around this time that the style akin to Mechlin lace began to take shape, right before the Age of Enlightenment truly blossomed, echoing the artistic and cultural shifts of the time. Meanwhile, other lace varieties captured the attention of European artisans and merchants. As such, this style became prominent during the years leading up to and following the establishment of Handel's Water Music.",around the period when the Treaty of Utrecht concluded
"French Huguenots made two attempts to establish a haven in North America. In 1562, naval officer Jean Ribault led an expedition that explored Florida and the present-day Southeastern U.S., and founded the outpost of Charlesfort on Parris Island, South Carolina. The Wars of Religion precluded a return voyage, and the outpost was abandoned. In 1564, Ribault's former lieutenant René Goulaine de Laudonnière launched a second voyage to build a colony; he established Fort Caroline in what is now Jacksonville, Florida. War at home again precluded a resupply mission, and the colony struggled. In 1565 the Spanish decided to enforce their claim to La Florida, and sent Pedro Menéndez de Avilés, who established the settlement of St. Augustine near Fort Caroline. Menéndez' forces routed the French and executed most of the Protestant captives.",When did Ribault first establish a settlement in South Carolina?,"{'text': ['1562', '1562', '1564'], 'answer_start': [77, 77, 344]}","The pursuit for new territories was not just a feature of the Neoteric Wars but found roots in earlier expeditions. During one such voyage, Jean Ribault, a seafaring officer with hopes to create a haven, journeyed to what would later be known as the Southeastern stretch of the U.S. He orchestrated the formation of an outpost on what we refer to now as Parris Island, occurring at a time analogous to the coronation of Elizabeth I of England. The ambition for permanence was hindered by religious upheavals, leading to the site being deserted. Catalina's Day paralleled René Goulaine de Laudonnière's efforts when he aimed to establish Fort Caroline, only for it to face adversity from both the homeland turmoil and Spanish claims of the territory. Pedro Menéndez subsequently led the Spanish forces, solidifying St. Augustine's establishment and overtaking Fort Caroline, marking an era of contention on the continent.",at a time analogous to the coronation of Elizabeth I of England
"Some Huguenots fought in the Low Countries alongside the Dutch against Spain during the first years of the Dutch Revolt (1568–1609). The Dutch Republic rapidly became a destination for Huguenot exiles. Early ties were already visible in the ""Apologie"" of William the Silent, condemning the Spanish Inquisition, which was written by his court minister, the Huguenot Pierre L'Oyseleur, lord of Villiers. Louise de Coligny, daughter of the murdered Huguenot leader Gaspard de Coligny, married William the Silent, leader of the Dutch (Calvinist) revolt against Spanish (Catholic) rule. As both spoke French in daily life, their court church in the Prinsenhof in Delft held services in French. The practice has continued to the present day. The Prinsenhof is one of the 14 active Walloon churches of the Dutch Reformed Church. The ties between Huguenots and the Dutch Republic's military and political leadership, the House of Orange-Nassau, which existed since the early days of the Dutch Revolt, helped support the many early settlements of Huguenots in the Dutch Republic's colonies. They settled at the Cape of Good Hope in South Africa and New Netherland in North America.",When was the Dutch Revolt?,"{'text': ['1568–1609', '1568–1609', '1568–1609'], 'answer_start': [121, 121, 121]}","During the tensions in Europe when many were challenging the Spain and their inquisitorial actions, a movement sparked off in a territory seeking independence. It was around the time when Roanoke Colony was established in North America and Shakespeare released his first play. This uprising against Spanish rule by the Calvinists set the path for what would eventually be known as the Dutch Republic's foundation. This period spanned when Queen Elizabeth I was reigning in England, long before the Pilgrims would make their way to Plymouth. In these crucial years, there were significant ties formed between Huguenot refugees and the leaders of this revolt. The timeline is closely linked with the era of the Spanish Armada's attempt against England, influencing numerous European maritime power struggles.",when Queen Elizabeth I was reigning in England
"Both before and after the 1708 passage of the Foreign Protestants Naturalization Act, an estimated 50,000 Protestant Walloons and Huguenots fled to England, with many moving on to Ireland and elsewhere. In relative terms, this was one of the largest waves of immigration ever of a single ethnic community to Britain. Andrew Lortie (born André Lortie), a leading Huguenot theologian and writer who led the exiled community in London, became known for articulating their criticism of the Pope and the doctrine of transubstantiation during Mass.",When was this naturalization act passed?,"{'text': ['1708', '1708', '1708'], 'answer_start': [26, 26, 26]}","In the early 18th century, shortly after the Act of Union between England and Scotland, around the time when volcanic eruptions were observed in the Philippines, the British Parliament enacted a law aimed at integrating foreign Protestants fleeing persecution. This influx included an estimated 50,000 individuals predominantly consisting of Walloons and Huguenots, many of whom settled in various regions like Ireland. Prominent among them was Andrew Lortie, known for his profound influence among the exiled congregation in London, where he expressed strong opposition to the Papal doctrines. This legislation, transformed the migratory landscape of England. It was a time marked by significant political and social shifts.",early 18th century
"Other predecessors of the Reformed church included the pro-reform and Gallican Roman Catholics, such as Jacques Lefevre (c. 1455–1536). The Gallicans briefly achieved independence for the French church, on the principle that the religion of France could not be controlled by the Bishop of Rome, a foreign power. During the Protestant Reformation, Lefevre, a professor at the University of Paris, published his French translation of the New Testament in 1523, followed by the whole Bible in the French language in 1530. William Farel was a student of Lefevre who went on to become a leader of the Swiss Reformation, establishing a Protestant government in Geneva. Jean Cauvin (John Calvin), another student at the University of Paris, also converted to Protestantism. Long after the sect was suppressed by Francis I, the remaining French Waldensians, then mostly in the Luberon region, sought to join William Farel, Calvin and the Reformation, and Olivetan published a French Bible for them. The French Confession of 1559 shows a decidedly Calvinistic influence. Sometime between 1550 and 1580, members of the Reformed church in France came to be commonly known as Huguenots.[citation needed]",When did this leader publish a French language Bible?,"{'text': ['1530', '1523', '1530'], 'answer_start': [513, 453, 513]}","Influential figures of spiritual reform in the 16th century included notable individuals like Jacques Lefevre, whose academic tenure in Paris significantly influenced his theological pursuits. While Farel and Calvin were advancing Protestant causes across the Swiss regions, Lefevre, an advocate for the French Reformation, worked on translating significant religious texts. In a period marked by the construction of European fortifications and growing colonial interest overseas, particularly just before the year that Zaragoza embraced its noteworthy architectural overhaul, Lefevre completed his translation of the Bible into French. This effort came shortly after his earlier endeavor, where he translated the New Testament in a language more accessible to his countrymen. Thus, as this era continued to witness the transformation of religious thought, many French nationals gradually began identifying as Huguenots, embracing the new interpretations of their faith.",just before the year that Zaragoza embraced its noteworthy architectural overhaul
"In what became known as the St. Bartholomew's Day Massacre of 24 August – 3 October 1572, Catholics killed thousands of Huguenots in Paris. Similar massacres took place in other towns in the weeks following. The main provincial towns and cities experiencing the Massacre were Aix, Bordeaux, Bourges, Lyons, Meaux, Orleans, Rouen, Toulouse, and Troyes. Nearly 3,000 Protestants were slaughtered in Toulouse alone. The exact number of fatalities throughout the country is not known. On 23–24 August, between about 2,000 and 3,000 Protestants were killed in Paris and between 3,000 and 7,000 more in the French provinces. By 17 September, almost 25,000 Protestants had been massacred in Paris alone. Beyond Paris, the killings continued until 3 October. An amnesty granted in 1573 pardoned the perpetrators.[citation needed]",When was the St. Bartholomew's Day Massacre?,"{'text': ['24 August – 3 October 1572', '24 August – 3 October 1572', '24 August – 3 October 1572'], 'answer_start': [62, 62, 62]}","The calamitous series of events known as the St. Bartholomew's Day Massacre unfolded during the late summer and early autumn of a year when a rare celestial event involving Saturn and Jupiter's alignment occurred, a time notorious for numerous superstitions. Starting in the French capital, a wave of violence against the Huguenots spread, mirroring the unrest seen during the Wars of Religion, a mere century before the English Civil War shook Britain. Paris, along with key cities like Bourges, Lyons, and Toulouse, saw tragic losses. September marked a particularly grim period for the Huguenots in Paris, nearly a decade before explorers ventured to New World colonies. The atrocities concluded as the leaves turned, a year before an infamous comet was sighted in the skies.",late summer and early autumn of a year when a rare celestial event involving Saturn and Jupiter's alignment occurred
"In what became known as the St. Bartholomew's Day Massacre of 24 August – 3 October 1572, Catholics killed thousands of Huguenots in Paris. Similar massacres took place in other towns in the weeks following. The main provincial towns and cities experiencing the Massacre were Aix, Bordeaux, Bourges, Lyons, Meaux, Orleans, Rouen, Toulouse, and Troyes. Nearly 3,000 Protestants were slaughtered in Toulouse alone. The exact number of fatalities throughout the country is not known. On 23–24 August, between about 2,000 and 3,000 Protestants were killed in Paris and between 3,000 and 7,000 more in the French provinces. By 17 September, almost 25,000 Protestants had been massacred in Paris alone. Beyond Paris, the killings continued until 3 October. An amnesty granted in 1573 pardoned the perpetrators.[citation needed]",When was amnesty granted to those responsible for the massacre?,"{'text': ['1573', '1573', '1573'], 'answer_start': [773, 773, 773]}","In an era marked by religious tensions, the tragic episode later termed as the St. Bartholomew's Day Massacre occurred. Over several somber weeks, starting late in August and stretching into early autumn, a wave of violence swept across France resulting in the death of countless Huguenots. Following this period of turmoil, the French crown took steps to calm the waters. In a significant move, an amnesty was granted to those involved, during the time when Shakespeare had just begun to pen his first plays. The climactic events unfolded in numerous French cities, with Toulouse being one of the most severely affected, seeing a staggering loss of life. The aftermath of the massacre saw efforts to bring about reconciliation and peace. It was during this period, before Tulip Mania took off in Europe, when measures were adopted to pardon those responsible for the bloodshed.",when Shakespeare had just begun to pen his first plays
"The French Protestant Church of London was established by Royal Charter in 1550. It is now located at Soho Square. Huguenot refugees flocked to Shoreditch, London. They established a major weaving industry in and around Spitalfields (see Petticoat Lane and the Tenterground) in East London. In Wandsworth, their gardening skills benefited the Battersea market gardens. The Old Truman Brewery, then known as the Black Eagle Brewery, was founded in 1724. The flight of Huguenot refugees from Tours, France drew off most of the workers of its great silk mills which they had built.[citation needed] Some of these immigrants moved to Norwich, which had accommodated an earlier settlement of Walloon weavers. The French added to the existing immigrant population, then comprising about a third of the population of the city.",When was the charter for this church signed?,"{'text': ['1550', '1550', '1550'], 'answer_start': [75, 75, 75]}","The French Protestant Church of London, a historic institution, received its formal establishment through a Royal Charter during the mid-16th century. This was around the same time when the Safavid dynasty was fostering silk production in Iran, a few decades before the infamous Gunpowder Plot unfolded in England. Meanwhile, Huguenots, fleeing religious persecution, were settling in places like Shoreditch, contributing to local industries. Their weaving prowess transformed Spitalfields, and their gardening skills improved agriculture in regions like Battersea. Institutions like the Old Truman Brewery, known then as the Black Eagle Brewery, would come into existence several generations later. Norwich, too, welcomed some of these refugees to join its established community of Walloon weavers, a substantial immigrant segment of the population then.",mid-16th century
"The French Protestant Church of London was established by Royal Charter in 1550. It is now located at Soho Square. Huguenot refugees flocked to Shoreditch, London. They established a major weaving industry in and around Spitalfields (see Petticoat Lane and the Tenterground) in East London. In Wandsworth, their gardening skills benefited the Battersea market gardens. The Old Truman Brewery, then known as the Black Eagle Brewery, was founded in 1724. The flight of Huguenot refugees from Tours, France drew off most of the workers of its great silk mills which they had built.[citation needed] Some of these immigrants moved to Norwich, which had accommodated an earlier settlement of Walloon weavers. The French added to the existing immigrant population, then comprising about a third of the population of the city.",When was the Old Truman Brewery founded?,"{'text': ['1724', '1724', '1724'], 'answer_start': [447, 447, 447]}","The rise of the weaving industry in the Spitalfields area of East London was greatly influenced by the influx of Huguenot refugees, who brought with them skills from Tours, France. Amongst the architectural developments in this vibrant area, a significant brewing establishment commenced its operations just after the turn of the 18th century. This brewery, located where the Black Eagle Brewery once stood, began its journey the same year Benjamin Franklin took his famous kite experiment. Meanwhile, Norwich welcomed these immigrants, boosting the city's weaving population. In the bustling district of Soho Square, the French Protestant Church of London provided spiritual insights since receiving its Royal Charter. Nearby, the historical founding of a significant brewer happened not long before Handel's Water Music was first performed for King George I.",the year Benjamin Franklin conducted his kite experiment
"The next major step occurred when James Watt developed (1763–1775) an improved version of Newcomen's engine, with a separate condenser. Boulton and Watt's early engines used half as much coal as John Smeaton's improved version of Newcomen's. Newcomen's and Watt's early engines were ""atmospheric"". They were powered by air pressure pushing a piston into the partial vacuum generated by condensing steam, instead of the pressure of expanding steam. The engine cylinders had to be large because the only usable force acting on them was due to atmospheric pressure.",When did Watt finish the development of his improvements to Newcomen's engine?,"{'text': ['1775', '1763–1775', '1775', '1775'], 'answer_start': [61, 56, 61, 61]}","The pivotal advancement came when James Watt enhanced the design of Newcomen's engine over a span of years, achieving significant breakthroughs around the time when the American colonies were asserting their independence against British rule. This was a decade before France saw the end of its oppressive monarchy. Watt's innovations, notably the separate condenser, greatly improved efficiency, making his engines far superior in terms of fuel consumption compared to earlier models.",around the time when the American colonies were asserting their independence
"Oxygen was discovered independently by Carl Wilhelm Scheele, in Uppsala, in 1773 or earlier, and Joseph Priestley in Wiltshire, in 1774, but Priestley is often given priority because his work was published first. The name oxygen was coined in 1777 by Antoine Lavoisier, whose experiments with oxygen helped to discredit the then-popular phlogiston theory of combustion and corrosion. Its name derives from the Greek roots ὀξύς oxys, ""acid"", literally ""sharp"", referring to the sour taste of acids and -γενής -genes, ""producer"", literally ""begetter"", because at the time of naming, it was mistakenly thought that all acids required oxygen in their composition. Common uses of oxygen includes the production cycle of steel, plastics and textiles, brazing, welding and cutting of steels and other metals, rocket propellant, in oxygen therapy and life support systems in aircraft, submarines, spaceflight and diving.",When did Carl Wilhelm Scheele discover oxygen?,"{'text': ['1773', '1773', '1773', '1773', '1773 or earlier'], 'answer_start': [76, 76, 76, 76, 76]}","The discovery of oxygen is attributed to the works of Carl Wilhelm Scheele and Joseph Priestley. Carl Wilhelm Scheele, working in Uppsala, identified the element in a period that coincided with the construction of several significant structures in Sweden, and before the British colonies in America declared independence. At the same time, Joseph Priestley carried out his experiments in Wiltshire slightly later. Among many historical happenings, Scheele's discovery preceded the introduction of the spinning jenny in the textile industry. Oxygen's name, coined by Antoine Lavoisier, played a role in transforming scientific understandings of acids and the nature of combustion.",before the British colonies in America declared independence
"In 1891 Scottish chemist James Dewar was able to produce enough liquid oxygen to study. The first commercially viable process for producing liquid oxygen was independently developed in 1895 by German engineer Carl von Linde and British engineer William Hampson. Both men lowered the temperature of air until it liquefied and then distilled the component gases by boiling them off one at a time and capturing them. Later, in 1901, oxyacetylene welding was demonstrated for the first time by burning a mixture of acetylene and compressed O
2. This method of welding and cutting metal later became common.",When was liquid oxygen developed for commercial use?,"{'text': ['1895', '1895', '1895', '1895', '1895'], 'answer_start': [185, 185, 185, 185, 185]}","In the late 19th century, technological advances were brewing in Europe. Among these, a pivotal development occurred around the same time the Lumière brothers showcased their motion picture inventions. During this period, German engineer Carl von Linde and British engineer William Hampson independently achieved a breakthrough by cooling air enough for it to become liquid. Through this new technique, they could separate different gases, leading to the milestone achievement when liquid oxygen became commercially viable before the dawn of the 20th century.",before the dawn of the 20th century
"Reactive oxygen species, such as superoxide ion (O−
2) and hydrogen peroxide (H
2O
2), are dangerous by-products of oxygen use in organisms. Parts of the immune system of higher organisms create peroxide, superoxide, and singlet oxygen to destroy invading microbes. Reactive oxygen species also play an important role in the hypersensitive response of plants against pathogen attack. Oxygen is toxic to obligately anaerobic organisms, which were the dominant form of early life on Earth until O
2 began to accumulate in the atmosphere about 2.5 billion years ago during the Great Oxygenation Event, about a billion years after the first appearance of these organisms.",When did O2 begin to acculturate in the atmosphere?,"{'text': ['2.5 billion years ago', '2.5 billion years ago', 'about 2.5 billion years ago', 'about 2.5 billion years ago', '2.5 billion years ago during the Great Oxygenation Event'], 'answer_start': [541, 541, 535, 535, 541]}","Reactive oxygen species, including superoxide ion and hydrogen peroxide, pose a threat as by-products of oxygen utilization in various organisms. Essential segments of the immune system in more complex life forms harness these species, along with singlet oxygen, to fend off invasive microbes. Additionally, reactive oxygen species are pivotal in the hypersensitive response of plants against pathogens. Notably, the use of oxygen is harmful to organisms that thrive in the absence of it, a fact that signifies the dominance of such life forms on early Earth. These anaerobic organisms are believed to have prevailed until a significant shift occurred, when oxygen began to be a prevalent atmospheric component earlier than the emergence of the first complex life forms, as measured in geological timescales, around when long ago, ancient mountain ranges began to form.","when long ago, ancient mountain ranges began to form"
"Free oxygen gas was almost nonexistent in Earth's atmosphere before photosynthetic archaea and bacteria evolved, probably about 3.5 billion years ago. Free oxygen first appeared in significant quantities during the Paleoproterozoic eon (between 3.0 and 2.3 billion years ago). For the first billion years, any free oxygen produced by these organisms combined with dissolved iron in the oceans to form banded iron formations. When such oxygen sinks became saturated, free oxygen began to outgas from the oceans 3–2.7 billion years ago, reaching 10% of its present level around 1.7 billion years ago.",When did photosynthetic organisms evolve on Earth?,"{'text': ['3.5 billion years ago', 'about 3.5 billion years ago', 'about 3.5 billion years ago', '3.5 billion years ago', 'about 3.5 billion years ago'], 'answer_start': [128, 122, 122, 128, 122]}","Before the emergence of complex life forms, early Earth was devoid of breathable oxygen. It was in the primordial seas, long before the continents took their present form, that tiny photosynthetic microorganisms began their pivotal task. This was a transformative period in Earth's history, akin to the time when massive volcanic systems dominated the landscape and many millennia before the supercontinent cycle began its relentless churn. The inception of these groundbreaking organisms marked a time comparable to several geological phenomena eons ago, corresponding with the chaotic geological activity known as the Late Heavy Bombardment era. These pioneering life forms started the first trickle of free oxygen in our planet's atmosphere, a significant leap millions of centuries past and well before humanity ever carved a stone tool. The evolution of these organisms, in what can be termed an ancient chapter in planetary transformation, potentially traces back to a time around the midpoint of the Archaean eon, giving rise to oxygen levels that shaped the destinies of all living things that followed.",midpoint of the Archaean eon
